#SampleID,Faith PD,Observed OTUs
3ad188e3.4312.41e8.a6b1.9ff77975cc41,57.05641599999999,1530.9
4229d279.ff8c.42cc.aac1.e6da6c41411c,52.054891999999995,1381.7
d0296110.6ff1.4959.96d7.74074c23fcdd,45.073888,1307.0
18b7bc36.8427.431c.a28c.9a4d0b19f83d,36.652389,1028.4
58963b05.b9fe.4a36.98e7.f3497c390919,43.841913,1179.5
702e5557.ca8d.420d.a802.11257794814d,49.682445,1394.8
c200e55d.869e.4e3c.8c18.4e9700df4f53,46.145824999999995,1169.4
40ded5d4.2577.43f1.9155.298cdafca4d4,55.051283,1411.6
bf016276.b4db.458b.ae2a.baa94e9693a7,24.648242999999997,816.9
3f8e3f61.513a.4f35.8ebf.0586db2cf820,45.452083,1172.1
273e797e.41f1.41a2.be36.43e50efe335e,41.597515,1101.4
898a69ad.8762.48d3.b286.356551d1bd83,45.035053,1061.4
c01d6020.e9e7.4c68.96db.e8d91c7540e2,40.446194000000006,928.9
9b692a58.33a3.4645.86a3.3cd91d3a1b4b,50.75551900000001,1441.9
591ee23e.56bf.4275.8630.9015f9f330a5,36.835777,929.5
05ddd9c2.3f7f.4b2a.8432.06f416424741,49.52389,1364.0
3eda2406.1435.4326.9c19.4690f6b85dcb,56.136177999999994,1464.1
ce0d34e1.a516.4ea4.9dde.1da424a8a1fd,45.595652,1158.6
95aaa61d.92f9.4113.b20d.0ba6f1b5da18,50.282821,1182.0
b75f1faa.7d0e.4f5c.bbbb.43c9eee3ca80,49.075019999999995,1342.6
dc609d92.2073.4db2.aea8.670c816c2fd8,51.330045000000005,1412.3
1709339c.5162.4847.bab8.d492c164537a,47.894253,1307.0
9e5630dc.0ab1.4e85.a4e8.24774a6bf46e,59.335105999999996,1449.2
7a9cef0c.0180.49a3.808f.ce7130ad744b,38.50502300000001,1055.8
3bcd3e9f.940c.497c.9507.cd6d1af7e5e9,49.12195200000001,1178.9
ff46d383.f769.46b3.b856.edd55b12886e,60.490472,1529.1
366e22db.3165.4d5d.accb.a685fa1c7472,28.784675,617.2
9c0fc647.8ae0.4c53.95ab.c0c9b5995ce6,53.49978799999999,1350.7
67f932e7.6a3e.4ab2.9627.0fb5430bac23,37.075005,866.2
b0d2cdfb.2bbb.4fc2.8b26.9163ae7a6bf1,62.642741,1612.7
f3b0fccb.3517.4953.b339.96fd2205a6ac,51.35162699999999,1379.9
4e92e999.4cb7.4bd8.9a13.459d58232fe2,60.856732,1406.4
b1603450.fce3.449f.88a5.38041fecbc22,52.774122,1336.5
3d8ecbcf.31de.4f58.952a.2c7fc438d2a9,,
1302d53f.3364.4f3d.bbc4.50e9f9065ae7,37.916368999999996,1078.1
425ccffa.2f7d.4daf.908d.1a7af532ec09,38.789008,1076.2
a46964d4.025a.4058.9026.881a954f689e,43.779689000000005,1214.8
1cb79cd6.999f.4328.ad7d.cfbf25fdbef4,51.44968,1499.4
b9674d35.9355.4df6.8e87.e5c95d10231d,48.436851000000004,1282.3
63200094.189d.4880.beaf.0a041635cab7,56.161350000000006,1492.9
ff37fca2.eda7.41c2.8084.75874cfa9ef7,58.513425000000005,1698.3
bcd36de2.cdd8.4e3a.898a.906f0fcb565a,39.950414,1064.6
593b1c57.09b3.43f2.97b1.7051761e13c9,56.64533600000001,1426.6
80cd536f.16ba.4c7d.9ebd.023dcff85a44,54.837098000000005,1518.9
28e84479.bd9f.4d55.bb03.1411b71bdc9b,49.860465,1382.1
5802a92b.5471.435b.bca9.b03e1cef9a14,50.561778,1339.5
832ba500.7ff2.4c91.ac33.76a3aca26460,51.199855,1288.6
08ea0c6b.7a30.4074.bbf6.557480fc5285,51.874211,1415.5
e9494e22.99d6.4e10.868f.208832eb3104,52.036186,1378.2
1230c3fd.efa4.4ad9.8f01.499141965b11,52.81477099999999,1406.8
00954e18.1dcf.40fc.a52e.255f5cda6f9c,50.142739000000006,1341.6
521f43b2.6a67.4c73.a80f.24bc87ae8cf0,42.497211,1300.4
2be47770.1e18.4d1a.ac60.20f2f7022b14,28.182498,939.8
2c52e362.9954.4472.b4bc.4bc8eb07c57c,28.86426,959.0
fe12f5e5.7cc4.4d33.88ab.6f23ac752860,30.520181,1046.8
088d36e6.9871.45fb.9c25.a344010f3251,20.42411,601.0
3f8829c2.d735.4d56.98cd.cfbf6cbf2744,61.94113500000001,1541.0
eb4ece61.6afe.4c88.8a06.d616dab1dd34,59.898084,1460.0
1037164d.a836.4ebe.bf98.92294a0b60ab,46.54158399999999,1073.3
81a16ca3.6299.40f0.ae7b.fe2dd2ac4243,51.018472999999986,1215.3
c2072c98.e9a0.4af2.8cc1.c03be62710d8,60.362584000000005,1461.0
7af6e763.ab6a.49e9.ac6d.5da1c74c54bd,59.935203,1399.6
5a8541e7.b0a2.48c0.8fa1.4cba3f011111,41.502757,928.7
55f8d345.8251.43a1.ab05.c9418f6fefd7,41.966325000000005,1091.3
4f2698fd.665f.4ed1.be97.ffc1529e21b0,48.043845,1200.7
ea68ac1a.53e3.4523.924f.32ca1d2ac988,30.929845999999998,757.9
c34ddc28.a67b.4478.b42d.7be7542bb228,29.299911,696.0
c2e216e3.51c4.4894.8352.48d0fef7efc7,24.687435,595.3
85c69264.6181.4b4e.bc3f.af2c82eb1530,59.957674,1516.0
ef1d1daa.8f28.431f.b282.9129502084fe,59.752086999999996,1343.5
6ff86078.b0f6.40f1.9928.333f0954555d,59.097885999999995,1491.7
806de48e.590a.41d2.8e3a.56b4e5f63dc5,60.704602,1525.0
eba26737.17cc.4d2f.a936.3a7d97c26902,62.489255,1536.9
1fe19636.3708.4a87.8e5a.cf10d8530d4e,57.747276,1508.4
89d77704.b4a7.497d.be45.7d0612828999,42.36690599999999,933.3
d8f4038a.7576.4fd3.89c3.60a3f6bc06c0,54.918375000000005,1302.5
fa4e5dcc.7b0a.4fb1.989d.b19aec98e047,52.97452199999999,1245.6
b35cd9d4.2301.4c7e.bfb9.f4c329d492e0,53.513674,1368.3
230994e3.5682.432f.b4e4.454ca1901e0f,51.755753000000006,1380.2
0476f5aa.a4f4.4835.ada1.4e72fb601e0a,58.927228,1465.3
3b2b88b4.90b1.44d2.a015.e80e723e996f,51.244258,1411.5
18f853f2.0e63.400e.baac.cad966c6c0a0,48.36960200000001,1307.3
e423f626.6364.438b.ab33.a76afca3c521,42.977579,987.0
5f291738.ae0e.4805.a842.cd2bb5b50f26,49.760429,1237.9
c64f5026.0404.471f.ad59.8ba8bfeefdfc,66.758361,1607.5
89bb3ce9.8c72.45d9.bce3.c3c09a9ea71e,57.892770000000006,1278.8
532c15bb.f44d.454b.b308.7b2a889b1949,53.812734,1420.4
04ea008a.d444.4833.988c.a2a3f5d4ad23,60.540712000000006,1523.1
e8c5ac44.36bc.41cc.8096.d3090e9b156c,49.262739999999994,1191.3
1e8adbe1.044e.4b21.af0e.a335e0bc4887,41.070745,1273.4
1654ccec.557a.40f3.b4d9.b263f9e2ad4e,52.991338000000006,1400.9
84120710.dd14.4def.90b4.c34cbcedd38e,48.464121,1009.5
1c4ca381.9cc3.4313.a11e.df350bb73ec9,54.797281,1366.7
ce5c847c.452d.46fc.96d9.ba2ff164a5ab,45.016723999999996,1137.0
fadb8582.a342.46ba.8926.98ff97240824,53.591764,1353.1
bb62f37b.e2d2.4ac6.aad1.5e299d85d153,49.224717999999996,1251.5
f2f9add5.96c8.4a08.a163.6f01088c9970,41.114844,957.7
b8c9914c.187b.47d9.97e7.eb96c3cce700,54.875089,1496.0
1a809fb5.eac0.4b28.bdf5.e731c86aefbd,46.468244000000006,994.3
7d75b189.d50c.42f3.837c.5c10af4e87ba,44.86094799999999,1134.7
67c048b1.3037.4c73.9380.32c657119b7b,34.098509,885.8
752f32b0.f570.4ccc.9028.fc536a323b98,56.617682,1400.3
7a88ccf2.1f0f.43e8.ae0e.d3de08c1f045,57.607664,1336.8
8a842638.cb92.480d.907c.eae18367b9cd,65.498449,1709.6
ac4982b0.512b.4c95.b113.c4eef4ff9ccb,44.593197,992.6
e5cdbed1.703a.4cf4.b54a.90fd47411654,57.740072999999995,1403.0
5423daa2.53d4.464a.985d.214b4724f340,50.310239,1141.2
50fedde6.6336.4d10.ae45.64645f1dc452,54.606840999999996,1404.9
82c1f0a9.ecfe.45df.9aa5.c39385ca1c32,29.404926999999997,874.0
0f2cd91b.4055.49cc.bcc6.dc8b140f2b78,24.642471,825.6
a89918d7.6bae.4549.b9a0.00174b361701,45.229034999999996,926.1
8533740d.91e4.46e3.b9a7.0ea4a0e9e428,65.62135500000001,1649.7
56faa61c.38e3.4ef3.8328.7730c57f5c95,49.97884,1299.3
def7ac34.b95b.493d.8459.b113eee1c84e,47.048496,1425.5
5b6671cb.91c1.469c.8871.fea4315a757c,39.114002,1113.5
e9e2e4d7.8a4d.4e5d.bb37.75c9466cc3a5,49.243576000000004,1359.0
a65d1477.120e.4f3c.a816.f82f6582bc50,42.743161,1023.6
568030a5.4888.49d7.9b73.aa36e2a2010f,36.490097,1143.7
60f2a3c7.0071.438e.9615.db72ab157a65,36.51430200000001,1146.7
aa5d5079.35bb.4c38.95e4.be3d2ae2f1d4,45.679206,1187.0
76a5ac2d.49be.491e.a5c2.adcb61e07894,38.420939999999995,1114.9
68fc23c8.68cc.4b31.a3f4.0411079d673a,46.674665999999995,1323.7
1179fc32.1721.4500.9ebb.2711571cec96,43.311149,1189.7
cdf7a3e6.75b1.4370.8d53.d8ac4596a0ca,35.900574,931.8
1b1720db.15b5.479e.9641.ecf97ed72ca4,41.927878,1236.3
f0b9f32d.6815.4098.8c8e.509afcde0b32,41.093304,1126.6
a65b37e7.3012.4d06.8fe6.5e8ce086addf,37.664138,993.8
c432ffae.1407.4d05.a1da.33259e237d14,36.392742000000005,953.9
69c1e627.b5c7.4003.88b7.934c5f77f079,40.115886,1161.3
34d96fea.bd51.4749.8ccb.3db434a60083,60.175698999999994,1414.3
8d972760.88c4.49f9.8712.a919bb215db5,41.45228899999999,1247.4
c287751e.0263.4fda.8aa2.3b717855e2ee,41.562849,1209.2
7cd751c9.7106.4e4f.8588.b9e9035ba333,44.373522,1276.3
2f79545d.8a5d.4fc5.a0ac.5da133096ee3,35.209418,982.6
fa6fda2b.4a99.4231.9325.0d74d8ae451c,45.235865000000004,1280.8
632924ab.bf85.4b8b.b603.f338294a0d9d,37.602296,1061.1
ad0865f4.0719.4c22.9a3e.1d5ec2f9ad4c,42.870667,1187.8
2adb40fd.6824.44f2.b71f.dc73c9f82b16,35.986608000000004,1022.3
0eb12bd1.4548.4004.8dcd.1a71de8b1df5,45.454688,1207.5
4f5d4951.41da.4207.ad9f.fce2da3ffa1d,40.957781999999995,1181.9
dddae1ad.5118.45e8.9052.0c8b4ace3f48,43.222603,1190.5
a54a462c.ecb9.490c.88ea.f9e86e3683ab,40.34095000000001,1082.5
28d2ac5c.ec97.4770.9c8f.7334b70dc252,28.485073,843.0
72dd84a6.192a.4879.9fc1.8260e7b92457,56.861221,1386.7
7c6a5ce6.5bc1.41f8.b082.9d812dcb87d3,50.740266,1084.7
b125b68f.d846.428d.bcb6.e0572d3c485f,51.02402,1310.3
4cb3ff23.960d.42f6.ad37.7fd318455a0a,56.508682,1457.6
a6635d85.9454.4cc3.9ef4.fa1c21acde4d,55.876856999999994,1507.6
cf793ef1.e300.4ea8.9039.60e647436b4d,61.17942000000001,1540.8
6e887652.7990.409b.bd72.01a4bf5a7a2c,64.56244000000001,1605.6
99b59c4d.8f92.4b4f.a1e8.feac7a698f02,66.83791500000001,1562.1
4ef235d7.1c66.456b.bf58.c69c6a71d97b,59.293040999999995,1423.7
eaadb7ee.cb68.47ff.ba50.a0e3d8fa988a,37.279565000000005,1061.9
3cce5506.b222.46b9.8ef3.3f15ddfc8554,32.64471999999999,818.1
28028688.f349.49ed.a093.c24ab3e69eff,30.891008,843.0
51fa2739.c9f3.4f97.8142.793a058cca9c,45.913619999999995,1118.8
1d3c1d57.9c6a.40a4.a6a3.b0cc321e354f,47.911427,1092.7
9fa049be.9576.476d.9c8b.bedd0afaa86e,46.010479,1155.9
ebe9e631.4fc4.4ab0.97d0.1514a2d3e721,22.414372,640.6
09aae222.0d4d.449f.b284.e4aa4151bd18,56.540535,1414.8
dcc90ae0.8d7a.4d56.a1e2.0d0ca606ac0e,37.680061,1133.9
1cb1d0cb.0d13.4f61.be87.379114ad3177,60.899623,1465.8
9e937a56.09be.4fc1.9687.a2a51ebcc565,55.185321,1261.7
c3def350.038b.4470.aec7.41834dda4a9f,56.230576,1446.2
3a7587ba.1767.4f82.8a29.fb87623459a0,59.72279299999999,1395.3
2fc381cd.1f0f.484f.bc0c.0c45f7b291a1,48.694707,1247.5
07b37371.e1be.4806.ba9e.105e8b6eb137,35.898852,924.3
215cb690.74cc.469d.b692.681e0cf530e5,53.042813,1349.8
67b4e332.53fc.42c9.bc70.ef7cfbed28f1,50.91942,1339.0
049a1207.554b.43e8.9548.1b0fb0f8cd2b,27.846106999999996,632.5
0c792e0e.c9e4.4789.a129.9263c4d80ab5,32.45164799999999,827.3
69d85346.ed6d.49d0.93cf.fcb494bddb83,30.894454000000003,805.5
aae3af7b.134e.4b0f.b833.5fc674f072e7,44.44217400000001,1054.3
4699dde6.97b1.4f66.ab36.a6f92bd5945b,34.034972999999994,922.7
1a8d256c.9a6f.4c7d.8abd.c351d01866c5,28.145282,750.8
b2b082dc.0d6f.4f1d.bb98.2887c0349fd3,62.03285299999999,1521.0
d9e63d01.9bb8.4104.8114.c568d0a78db3,65.99322199999999,1547.5
ebba7773.6d1e.478a.a202.9e3aee7a71e5,68.14701900000001,1696.4
a221b74c.6515.4506.b941.abd8da16efe4,59.85874,1546.8
3b443a43.f0cd.4c13.b7ba.256065073f88,53.821360000000006,1201.0
cbab4e97.4fde.4ee3.8a5a.10c1b3dda26c,51.82217800000001,1114.7
932158d8.e379.4cc8.8a38.b3755c70cff9,60.170888000000005,1392.7
1a3cebf2.a600.4fdd.901f.739e27cb4a6c,65.03014499999999,1546.1
46d62998.b580.4434.859c.b82a71ba8b13,56.259001,1249.5
b4a127dc.cbb4.4f2a.972b.bcb6d53777a8,59.228494999999995,1265.7
446c844e.eb73.4ce2.8057.7203b7d8290f,59.273166,1227.3
36ab5525.4f00.4559.a4b0.5f08454440bb,55.20463299999999,1149.9
112c4226.3f1f.4a90.bd62.bd09a8a0b791,63.109680000000004,1491.3
14406c0f.5000.4edd.9f97.d9f88ea71115,57.552797,1498.7
2d706a65.4af6.4953.a3bf.23f1e8b8190b,63.202366,1711.4
31c0a2f3.536c.4143.8290.08f7f75a4e4e,65.218761,1614.4
09639a17.c0e3.463f.a0b8.abc7eb0d61f9,58.950328999999996,1602.5
5e6d005d.2705.4981.804e.8b218288605f,49.28747499999999,1361.5
973536e9.32f0.4837.9c9a.91d8ca24ec0e,48.391315000000006,1334.5
72c5d05e.1244.452a.89dc.a1a47acc2483,52.150870999999995,1369.0
91023f5b.9d29.404a.a1d8.211f4942b9f7,48.259543,1202.0
fd7dc1d0.8bec.4872.b36c.a039b1d73918,36.430674,844.9
4aff6dc8.d08b.43ce.ae37.7c99c5841e5c,61.059205,1475.4
bfd4d640.7817.49c8.ac35.a7a91b49e21b,38.700595,1014.4
78140709.84c3.437f.a130.795e7391da34,53.991144999999996,1382.3
8d9faaed.d3f1.4d05.9f4f.38b916fb5bb8,48.84252600000001,1117.6
3f86a9aa.e576.4a0e.b946.069435b47735,52.46472299999999,1279.0
3aef91f5.b123.4c88.b8f3.527c7b062691,54.365525000000005,1389.7
ca812b48.e567.4bd5.b834.28a634b4e61c,44.096684,1137.2
5ecadee6.4390.4865.92c2.4b3769ee9cb3,49.105025,1304.1
888bc056.af74.4815.8001.69c5fb705b41,45.714782,977.4
77da3cc8.c0a0.4848.8dd4.d07d8e05735b,53.653025000000014,1586.4
77fc3945.be1b.497d.8d77.a15554f078f2,52.187830000000005,1378.9
ef09f7db.a7fc.4a83.86b2.ec525f831954,49.850142,1410.5
ea3a8068.4beb.486e.8679.19c1580e43ab,46.391614999999994,1234.3
6618c914.037e.4c9b.b2c4.18d98a529b85,51.85558699999999,1381.5
df184576.d144.44c7.b620.ab1332e33b80,47.850168,1201.7
8d596033.bccb.44dc.aa21.946a4e4c5b1a,44.375072,1126.4
40a120a1.f11e.4bb9.a831.4c7a165eb48e,44.637822,1035.1
c3ac12ed.e37d.4759.9a2c.9b71d45d9ea6,49.390927999999995,1340.9
8109a7fc.1e1e.4006.ae0b.93def8de40c3,46.057916999999996,1110.0
04fd9a21.4876.4619.b4e7.6f6a2473bb98,49.370522,1371.8
58b05ec3.2a65.4b62.9a8d.e58582331e70,45.65526,1268.5
f7020154.eddb.4c93.b093.19915c63296c,49.411034,1087.5
ee2234a8.ac03.43de.8f3d.211a8ba34f8b,60.981981,1474.8
d592b0a9.ad8d.42fe.a641.b72316502f12,57.72874,1360.6
a79fb6f2.c8ca.4ebb.a0da.79f1ffbdce03,60.365012,1464.7
0129210b.a355.4608.8aac.7e6d637c0b5c,61.5338,1487.4
d5d52d16.58aa.4619.97ea.a6ac89e12ec3,69.24467700000001,1642.0
a49ccc5c.ee44.4b43.9ece.4eeb0e0352b8,62.0629,1376.2
1527a35e.aff8.4404.a7b5.93297cc857bb,59.452684999999995,1390.2
609c89d3.6145.4af8.af53.92591d65b765,48.894553,1133.4
fcbc952d.9cf3.4190.9085.3286d5b236ba,57.914924000000006,1488.6
a2c34b14.f857.4bd0.8109.ce29f161c2f2,64.453014,1550.0
7784d541.bb0c.4a5d.a894.2efca9dae3b1,55.82605099999999,1270.2
597d3cdf.2e10.4772.8587.aa7f922bd432,64.810191,1627.1
d80fe725.5c14.4e20.906e.e84aa0382d3c,57.220682999999994,1302.9
5ebb0e88.cb56.4604.a7fd.6a66092dcda7,70.525351,1727.7
7dde8baf.6642.4796.8a04.d9b398a674b2,65.14085999999999,1558.9
06104fa3.3f90.4a7a.944c.511c32501925,59.371734000000004,1391.8
6c3ce76b.620e.42b7.a24a.0ff2b3c37195,48.534057000000004,1003.0
4e06f8e7.ca04.4084.8ed6.9799d589df32,65.322388,1567.5
97e0e94b.e50b.402f.9d18.8277c8d81d9a,62.174178000000005,1287.2
ed4ed071.074d.425f.a876.86a05ab2ee88,57.09833999999999,1183.2
47851ff0.b155.4d9e.8d14.37671f756a98,59.543355,1333.0
b2bca08c.48c6.43b0.824a.003ca3a07119,64.641814,1404.7
9fd07251.eccf.4636.a7e8.e8d33c67b49d,53.420421,1113.0
0e5f0298.f09a.406d.a54f.4683590a58ef,55.785107,1177.5
2204f8a2.6d8f.4096.9407.077cad04f686,30.713992999999995,959.8
86144e86.1d92.41e9.b535.d51a453c6eb4,41.444752,1210.9
a1f61e5d.8dae.45c2.8de6.4303a428d157,31.711633999999997,953.3
9e6231cc.081f.4a34.8c8e.87b7d19bc1a7,50.553222,1304.4
cb7c9f30.3ea4.464b.ac67.0ba656e7e817,20.135465,653.1
33823320.f971.44d2.b8d4.97aa953ed8c6,37.080457,981.8
90e7d744.0e3b.4081.a2b5.3b82e5323b25,28.588506000000002,954.7
b50cbaeb.8cbe.410d.b7fa.9fca6702c533,45.287561,1078.1
4438f148.fff6.4be1.9837.b8cd5c473d5a,35.057598,1088.3
62deb178.a741.4def.afbf.e0a77659194d,36.011802,1022.6
f57975a7.5e66.4e36.96a4.1ee83ac87998,23.777154000000003,770.9
0d0b86b0.b46c.47d2.a0e8.c862dba23fa3,36.068308,1063.8
2607b960.7718.461c.bc21.4f612d26a218,29.880231,978.6
c399332c.719c.4fa4.a4e5.a0ea30e2aebe,51.431429,1377.8
015a7d47.975a.44e0.be5f.743a4be83977,50.242373,1202.3
a4d5c7df.b44d.4e12.a807.752b431f489e,64.797371,1468.4
776b3d91.0d77.45af.8ffc.8a687c7dce9d,60.881913999999995,1519.8
22294d5c.5da1.45ea.b786.2ce432a6d681,57.252719,1384.4
edde124d.3849.4716.b9ed.fb8b00ac88d8,49.264171,1040.2
15644fd7.c344.4c04.bdec.3b3fab41e0bd,56.44183399999999,1276.7
5bbbcf73.69ce.4d24.ae08.1ce96b32db63,54.671464,1344.3
b5f9964d.ec1a.40a6.ba28.06565496a2cb,61.01574899999999,1366.4
e2368d57.5f1c.43f4.ae27.a34e081ca890,44.015118,1070.4
80684482.db5b.4804.9f58.1381a5923381,36.83668000000001,843.3
17ea94b8.e1ad.4a06.8dac.3bdb4e423f59,50.952850999999995,1187.0
f7ad8afd.daa3.4ca5.8519.aac82fdc204f,49.018187,1175.0
ae28ac36.74fd.44c4.a596.7cc030a072f9,61.225743,1525.7
154ba918.58b4.4db4.9c4c.f8fea05a98d6,58.020641999999995,1366.4
6519888d.bb69.495b.b4b8.07d0d4333455,54.673106,1442.5
fcdf2f34.5f5d.4e45.94be.b3eca14c7709,55.668605,1400.6
8d2746d9.68e2.42e3.acfc.092603ad6ec1,50.050588999999995,1196.4
2756472a.03f4.41da.8564.1d7538f949c6,57.554956000000004,1538.5
dfe6e9d8.2aed.4f4c.922d.0889eaf8b718,57.32014,1528.4
b986755d.b15a.4ad4.b6a2.0c7cdd9b8ced,46.24491,1249.1
5f2a8e9c.2b06.4f55.b367.1ac06421735a,46.594037,1280.8
78ff0b74.3d7e.4ed5.8c2d.a5f77b793718,43.0632,1224.0
249f97fa.3992.4b77.b0c9.c27e4ecbe59f,45.02666000000001,1275.9
ab7ea93a.ebce.4ecf.a56d.01441d5605b3,56.212739,1568.5
ba4e041a.56fc.4889.a4dc.83a66f2f3b60,56.180803000000004,1427.1
2ce1e761.4f19.4236.a6a5.49ac820af545,64.75809299999999,1678.4
a3adc0e6.915f.4d4a.abc6.b8a32c30e0ba,54.700486999999995,1432.6
03a27c57.cf57.417a.90fe.5b9d5ffb32c0,19.740289,688.8
2cfcc030.33e9.4f0d.ad96.414079bbee74,,
447cc359.470e.4d74.ba9c.318b733e8d1f,20.744462,660.8
4a31859a.fef7.48e8.b8f5.0100f180cd42,18.10756,611.3
6c502824.4abe.42cb.8408.5871938a9b8b,,
a9924294.9d6f.44ae.8047.f61ca854931a,,
